H40A,Gossel Heiko,33D1011,,164.00
H40A,Löhning Michael,33D1026,,166.37
H40A,Blahuta Marek,MFP7301,C,171.19
H40A,Klose Sven,33D1020,,176.53
H40A,Kaufmann Torsten,33D1018,,197.18
H40A,Tóth Tamás,12H1005,,204.25
H40A,Jobst Henry,13D,,248.46
H40A,Müller Robert,VAM6900,C,286.36
H40A,Rudert Andreas,21D6900,,301.23
H40B,Munktved Lars,14D6901,,137.26
H40B,Beneš Jan,SJH7001,C,141.15
H40B,Bílý Petr,LTP6805,C,141.32
H40B,Beránek Petr,BOR6701,C,147.58
H40B,Himilä Pasi,15F0003,,168.30
H40B,Vyskočil Tomáš,NNN0002,,173.42
H40B,Hošťálek Dan,KRN6808,C,188.32
H40B,Nosek Petr,DLT6901,C,188.41
H40B,Halíř Radim,MFP7000,C,207.32
H40B,Napp Christoph,41D7200,,208.06
H45A,Lauri Pekka,42F6500,,152.03
H45A,Kjell Westin,14N1018,,156.35
H45A,Nykänen Asko,19F0000,,156.47
H45A,Schlatter Stefan,19C1006,,161.37
H45A,Zelenin Andrej,29D6600,,161.44
H45A,Andersson Kennet,13S6600,,161.52
H45A,Vydra Ivan,PEN6600,C,164.00
H45A,per Olav Gulbrandsen,14N1017,,164.01
H45A,Drechsel Michael,33D1008,,185.46
H45A,Fürst Aleš,LLI6801,C,198.14
H45A,Demmig Sven,13D6600,,203.06
H45A,Braatz Frank,32D6200,,215.35
H45A,Graumann Bernd,23D6100,,217.54
H45A,Mokrý Jan,ABM6611,C,220.25
H45A,Šebek Martin,SCP6700,C,221.59
H45A,Müller Rico,33D1030,,229.40
H45A,Roßberg Veit,29D6500,,238.06
H45A,Kollenbach Peter,36D6500,,245.19
H45A,Mieske Frank,13D,,258.19
H45A,Pavlů Jaroslav,DCE6100,C,262.03
H45A,Ornst Jan,DKP6700,C,304.18
H45B,Nemec Juraj,17S,,120.03
H45B,Kurr Maik,21D,,126.00
H45B,Kršák Karel,VIC5902,C,129.57
H45B,Jordanov Nikolaj,VBM6501,C,135.09
H45B,Doškář Boris,BOR6400,C,158.28
H45B,Sanna Roberto,DKP6703,C,162.19
H45B,Holec Jan,MOV6701,C,168.00
H50A,Sagvolden Tore,11N5900,,128.26
H50A,Helland Knut Edvard,13N6200,,128.54
H50A,Dikoš Pavel,BOR6003,C,129.45
H50A,Milota Josef,MLA5801,C,129.51
H50A,Aeschlimann Ulu,19C1001,,130.15
