H65A,Rudolf Hrobař,SRK4702,,056.55
H65A,Hans Christian Strib,3931025,,057.16
H65A,Jaromír Buriánek,SCP4700,,058.48
H65A,Miroslav Sikora,BOV4802,,076.16
H65A,Zdeněk Zlesák,JIL4701,,083.07
H65A,Jiří Pospíšil,TUV4701,,090.32
H65B,Josef Paul,DCE4401,,071.39
H65B,Pavel Kříž,PZR4800,,082.25
H70B,Ľudovít Šmelík,1240287,,036.38
H70B,Jaroslav Havlík,SJC3601,,051.14
H70B,Josef Ostřanský,SSU4302,,057.59
H70B,Jan Sklenář,MLA4201,,063.05
H70B,Václav Zakouřil,TUV4301,,076.54
H70B,Herbert Diener,MOV4101,,083.24
H70B,Ivan Gřunděl,SJH4201,,084.41
D10N,Zuzana Féderová,1630429,,020.07
D10N,Magdaléna Chrástová,STH0551,,035.22
D10N,Vaiva Budriunaite,1550395,,046.22
D10N,Anna Kubcová,DOB0550,,092.16
D10N,Michaela Benešová,SJH0651,,092.21
D10N,Kateřina Kubičková,SJH0652,,096.49
D10N,Amálie Evelína Kučerová,PHK0651,,107.25
D10C,Bára Pušová,LPU0357,,024.57
D10C,Cecilia Hector,3330906,,027.15
D10C,Helena Hankovcová,KAM0350,,039.47
D10C,Veronika Arnoštová,DOR0455,,040.22
D10C,Adéla Binarová,UOL0452,,049.26
D10C,Kristýna Kubičková,SJH0452,,074.00
D10C,Jindra Komárková,SJH0453,,091.39
D12A,Anna Kochová,SJC0153,,026.24
D12A,Tereza Kosová,SRK0151,,035.07
D12A,Tereza Chrástová,STH0251,,054.25
D12A,Veronika Šklíbová,SRK0153,,059.22
D12A,Evangelina Diaksova,2280641,,062.26
D12A,Karin Sanna,DKP0250,,073.32
D12A,Tamara Miklušová,1240286,,082.10
D12A,Dorota Šmelíková,1240291,,091.22
D12A,Eliška Mašatová,PHK0251,,100.00
D12B,Lucie Linková,TUR0251,,020.20
D12B,Lucie Korpasová,LBM0151,,023.30
D12B,Lenka Šritrová,TUV0252,,031.27
D12B,Alžbeta Dubovská,1630834,,038.51
D12B,Lucie Francová,LPU0152,,053.20
D12B,Adéla Zlesáková,CHT0151,,069.38
D12B,Barbora Kůstková,VIC0259,,084.11
D14A,Andreya Diaksova,2280642,,027.51
D14A,Anna Kopecká,LPU9958,,034.48
D14A,Zuzana Matějková,LTP0153,,041.32
D14A,Lotta Eerola,3200878,,043.21
D14A,Jana Peterová,DOB0051,,043.24
D14A,Dagmar Biersaková,KRL0051,,043.27
D14A,Martina Waňková,VRL9951,,043.49
D14A,Klára Odehnalová,ABM9956,,043.51
D14A,Natálie Jezdinská,STH9954,,046.38
D14A,Kateřina Grycová,TBMTBM0,,046.44
D14A,Ella Skog,2150586,,046.45
D14A,Pia Ocvirk,450096,,055.53
D14A,Šárka Rückerová,HOR0050,,056.00
D14A,Markéta Urbanová,STH9953,,056.03
D14A,Magdaléna Hrabošová,ASU0099,,057.52
D14A,Anna Lueger,2270635,,062.06
D14A,Lucie Kundratová,JZL0051,,062.38
D14A,Lucie Poloprutská,VLI9950,,065.59
D14A,Tereza Filipová,SRK0050,,076.13
D14A,Kateřina Kubíčková,VAM9951,,080.52
D14A,Jana Křečková,ZPV9999,,086.12
D14A,Frida Hector,3330907,,091.40
D14A,Elitsa Atanasova,980236,,097.20
D14A,Laura Sladek,2271039,,098.19
D14A,Agnes Scheikl,3831001,,098.19
D14A,Magda Standhartinger,2270638,,118.32
D14B,Marie Vyhnálková,MFP0151,,024.11
D14B,Markéta Thořová,TUV9952,,031.24
D14B,Lenka Hanáková,KRL9951,,048.37
D14B,Nela Kyselová,ROU9951,,062.50
D14B,Anna Pohořalá,ROU9954,,073.11
D16A,Tereza Nováková,DKP9751,,038.56
D16A,Agne Juodagalvyte,1550401,,042.14
D16A,Tereza Odehnalová,ABM9757,,050.49
D16A,Kateřina Argalášová,TRI9750,,050.56
D16A,Jana Tesařová,TRI9751,,051.10
D16A,Julia Bonat,810184,,053.16
D16A,Kaste Rutkauskaite,1550393,,054.42
D16A,Tereza Šmelíková,1240290,,054.44
D16A,Daniela Kůstková,VIC9898,,055.15
D16A,Alena Linková,TUR9751,,055.35
D16A,Hana Horvátová,ASU9797,,059.07
D16A,Veronika Grycová,TBMTBM9,,068.10
D16A,Tereza Fenclová,LPU9752,,069.16
D16A,Aleksandra Filipowska,1440762,,069.49
D16A,Silva Slavíková,PGP9751,,069.54
D16A,Tereza Miklušová,1240285,,076.27
D16A,Paulina Tschierschke,STB9850,,076.49
D16A,Francesca de Nardis,3290898,,077.00
D16A,Hannah Kalcher,2270983,,080.53
D16A,Hanka Fukalová,AOV9850,,082.43
D16A,Asha Steer,2760769,,083.43
D16A,Anna Giovanelli,3290897,,101.55
D16A,Hannah Hoffmann,2270982,,105.32
D16A,Sara Fend,2270980,,114.01
D16A,Tereza Schenková,1240299,,144.20
D16A,Jana Liberdová,TRI9852,,160.13
D16A,Steph Harding,910215,,166.41
D16B,Tereza Soldánová,JPV9899,,039.21
D16B,Klára Poloprutská,VLI9750,,052.43
D16B,Sabina Pilcová,JPV9898,,058.08
D16B,Tereza Korpasová,LBM9898,,061.02
D16B,Barbora Balcarová,LLI9751,,070.48
D16B,Amálie Repiská,MFP9851,,112.56
D16B,Anna Maria Antonowicz,850196,,130.36
D18A,Anna Štičková,LLI9651,,036.10
D18A,Simona Chládková,LPU9658,,048.43
D18A,Gabriela Hiršová,VBM9651,,053.01
D18A,Petra Hančová,VRL9652,,057.17
D18A,Zuzana Kožinová,PGP9650,,061.23
D18A,Sigrid Pedersli,NOR,,061.44
D18A,Magda Hanáková,KRL9651,,073.40
D18A,Aneta Białkowska,1440763,,080.54
D18A,Zuzana Petrasová,VAM9653,,080.55
D18A,Angelika Haniszewska,STB9599,,085.15
D18A,Lucie Hoidekrová,LLI9552,,097.09
D18A,Anna Šňupárková,DKP9652,,097.14
D18A,Tereza Koderičová,LTU9651,,097.15
D18A,Kateřina Doleželová,LPU9558,,097.16
D18A,Marie Procházková,SOP9551,,097.19
D18A,Agnieszka Banaś,1440761,,109.46
D18A,Bára Kubičková,SJH9551,,109.51
D18A,Orsolya Dénes,2770773,,113.57
D18A,Lucy Fleming,2580804,,130.15
